id,课程名,封面地址,课程时长,课程价格,课程简介,讲师,地址 
874,Go开发企业级内容管理平台,https://www.imooc.com/learn/1162, 4小时40分,免费,简介：在本课程中，将会带领大家应用Beego框架及其ORM模块，开发一个内容管理平台。项目会使用MVC架构，完成常见的登录、权限管理、菜单管理等模块。其中，内容管理模块采用通用化设计，在无需二次开发的前提下，可实现各种内容管理模块的添加，做到灵活高效。另，老师新作《Goweb快速开发+架构深度优化千万级PV读书社区Web高性能高并发实战》https://coding.imooc.com/class/403.html也上线啦，课程中会以开发在线读书社区为背景，讲解GoWeb的快速开发及性能优化，架构迭代，感兴趣的同学，可以关注一下，欢迎撒花拍砖~~,自由编程,https://www.imooc.com/video/20440
875,带你走入前端动画的世界,https://www.imooc.com/learn/1190, 2小时13分,免费,简介：课程主要讲解了css3动画基础，时间函数的应用，并且结合js开发优美的过渡效果，多方面结合，带领大家进入前端动画的大门。,如风般魅影,https://www.imooc.com/video/20542
876,打造你的第一个ASP.NET Core MVC网站应用,https://www.imooc.com/learn/1188, 4小时10分,免费,简介：ASP.NETCore带来了许多新功能，程序猿可以更轻松地构建应用程序了。在本课程“打造你的第一个ASP.NETCoreMVC网站应用”中，你将学习如何使用ASP.NETCore创建一个简单的网站。1.你将深入研究项目结构和项目文件，包括新的csproj项目文件。2.你将学习到如何使用MVC（模型，控制器和视图）模式创建页面。3.你将学习Razor的基本用法，并使用EntityFrameworkCore链接数据库。通过本课程的学习，你将会学习使用ASP.NETCoreMVC来从零开始创建一个网站应用，并对.net框架有更深入的理解。老师新课《《React17系统精讲结合TS打造旅游电商平台》https://coding.imooc.com/class/475.html已经火热上线，欢迎撒花拍砖~~,阿莱克斯刘,https://www.imooc.com/video/20420
877,Python量化投资,https://www.imooc.com/learn/1206, 2小时 0分,免费,简介：现如今，随着大数据和人工智能的发展，投资的手段也跟随者技术革新进行迭代，量化在投资中的地位越来越重要；本课程将带领大家揭开量化投资神秘的面纱，掌握基本的量化投资手段。,Bruce007,https://www.imooc.com/video/20783
878,深度学习之LSTM模型,https://www.imooc.com/learn/1200, 3小时58分,免费,简介：学习主流的Lstm模型，包括Rnn和Lstm的起源和发展，Lstm的模型，Lstm的应用场景，Lstm的训练过程，Lstm的后续发展。学习文本分类的发展，文本分类和深度学习的结合点。学习基于Tensorflow的Lstm文本分类实战。,胖虎,https://www.imooc.com/video/20791
879,Springboot + ElasticSearch 构建博客检索系统,https://www.imooc.com/learn/1161, 2小时40分,免费,简介：从实际需求分析开始，打造个人博客检索系统。内容涵盖ES安装、ES基本概念和数据类型、Mysql到ES数据同步、SpringBoot操作ES。通过本课，让学员对ES有一个初步认识，理解ES的一些适用场景，以及如何使用springboot来同ES进行交互。,御风,https://www.imooc.com/video/20251
880,Nodejs全栈入门,https://www.imooc.com/learn/1199, 3小时37分,免费,简介：整个项目重点分为2部分，前端通过react+redux实现UI界面和状态管理，后端使用express做web框架，使用mysql作为数据存储，利用sequelize作为ORM，便于通过nodejs管理和操作mysql。,一缕孤烟,https://www.imooc.com/video/20679
881,零基础入门 mpx 小程序框架,https://www.imooc.com/learn/1209, 2小时56分,免费,简介：小程序开发和web开发相似又不相同，Mpx框架选择了一条不一样的道路，在原生小程序基础上做能力增强，以提升大家的小程序开发体验和效率。本课程会简单讲解Mpx框架的思路和原理，带大家学习Mpx框架的基础能力和简单的进阶使用，体验Mpx框架的优势，学会如何使用Mpx框架开发各种小程序。,skyADMIN,https://www.imooc.com/video/20825
882,Python数据预处理（四）- 特征降维与可视化,https://www.imooc.com/learn/1124, 2小时13分,免费,简介：本课介绍数据预处理过程体系，包括数据类型与采集、文本转化与抽取、数据集成与规约、中文分词、数据清洗、特征提取与变换、特征向量化、特征降维、特征选择、可视化、词典模型、TF-IDF向量模型、主题模型等。,伏草惟存,https://www.imooc.com/video/20129
883,Android CMake以及NDK实践基础,https://www.imooc.com/learn/1212, 2小时55分,免费,简介：本课程会介绍如何在Android平台上使用CMake进行动态库的编译和使用，同时和会讲解AndroidNDK的各种开发技巧，包括Java与JNI如何进行双向调用交互、NDK层线程创建和同步、引用管理和异常处理，以及NDK中Bitmap的使用，通过这些技巧示例能够让你快速掌握NDK开发。,glumes,https://www.imooc.com/video/20892
884,Android实现跨进程通信,https://www.imooc.com/learn/1195, 1小时59分,免费,简介：针对Android进程间通信机制进行深入分析，了解Android中跨进程通信的方法和相关应用场景，彻底理清Android中进程间通信的原理，在此基础上，通过项目实战编写进程间通信代码，从而掌握Binder、AIDL、Messenger的相关运用和底层实现，实现举一反三，彻底掌握Android中进程间通信的原理。,Kaneki,https://www.imooc.com/video/20606
885,快速入门Hadoop3.0大数据处理,https://www.imooc.com/learn/1159, 5小时30分,免费,简介：本课程中内容涵盖Hadoop安装、HDFS分布式存储详解、MapReduce分布式计算详解、Yarn资源调度详解等知识，并最终通过直播平台开播数据统计分析案例帮助大家进一步活学活用。希望通过本课程，帮助大家对Hadoop有一个初步认识，理解Hadoop的一些核心思想和适用场景，以及如何使用Hadoop来进行海量数据的存储和计算分析。,徐老师,https://www.imooc.com/video/20910
886,开发工具IDEA从入门到爱不释手,https://www.imooc.com/learn/1160, 3小时30分,免费,简介：系统的介绍了开发工具IDEA的常用操作，从开发过程中的编码，到运行调试，循序渐进;结合实际项目开发，从常用配置、快捷键使用、编码技巧及调试技巧、常用插件等角度，系统介绍如何高效的使用idea开发项目。整套课程紧密结合实战，从基本操作到高级进阶，是老师多年实战经验的总结。,甲蛙,https://www.imooc.com/video/20965
887,NLP基础+实战 让机器“写小说”,https://www.imooc.com/learn/1216, 3小时17分,免费,简介：本次课程，最大程度基于实际项目需要，介绍主流的自然语言处理方法，涉及的主要术语以及术语解释，采用Google成熟的机器学习框架tensorflow进行编码实现。课程涉及中文分词、逻辑回归、word2vec以及RNN的算法实现，全部以中文素材进行模型训练，最大限度贴近实战。学员通过课程学习可以掌握目前互联网企业应用的基本NLP框架，熟悉模型训练、模型分发和使用的流程，最终可以应用到实际生产项目中。,Eric,https://www.imooc.com/video/21015
888,自己动手实现RPC框架,https://www.imooc.com/learn/1158, 2小时40分,免费,简介：在微服务、分布式盛行的时代，RPC在其中扮演者非常重要的角色。本课程将带大家从原理及实现上理解RPC框架。首先讲解RPC是什么，我们为什么需要RPC；进一步分析其核心原理，梳理其中会设计到的技术点，为我们后续造轮子做准备；然后从工程建立模块划分开始，接着定义协议、实现序列化、实现网络模块、实现server模块、实现client模块，开发完成之后利用自己的RPC开发一个具备分布式特效的计算器；最后对课程进行总结，难点分析，指出存在的不足以及解决方法。,司马极客,https://www.imooc.com/video/21092
889,Java架构师-技术专家,https://class.imooc.com/sale/javaarchitect,40周,￥5950.00,国内外一线大厂技术大咖与慕课网组成专家团队12个月磨一剑千万级电商项目从0到1到100全过程涵盖Java程序员不同成长阶段的问题及优选解决方案,null,null
890,切图基础教程-前端工程师版,https://www.imooc.com/learn/1228, 1小时39分,免费,"简介：课程系统的介绍了PS基本操作工具，掌握蓝湖第三方切图标注工具的基本使用，着重教大家切图的方式和技巧。最终熟练掌握切图，并且游刃有余的处理设计师挖的""坑""。",MiloPeng,https://www.imooc.com/video/21249
891,Java架构师-十项全能,https://class.imooc.com/sale/javaalmighty,40周,￥7480.00,慕课网联合7位P8级大厂架构师  打造Java课程扛鼎之作全面覆盖Java架构师的“十项能力”与全方位思维助力3年+Java工程师实现职业快速突破,null,null
892,Android网络安全之加解密,https://www.imooc.com/learn/1214, 4小时 0分,免费,简介：本课程将会对比讲解，实操演示网络传输时抓包截获到的信息，不做任何安全保护如同你的电脑在裸奔。如何利用加密技术，对内容进行加密。不仅涉及到对称加密，非对称加密，还有破解难度最高的DH密码交换方式加密技术。为你的安全保驾护航。,超低空,https://www.imooc.com/video/20937
893,二进制与Java中的基本数据类型,https://www.imooc.com/learn/1223, 1小时40分,免费,简介：我们都知道，计算机中都是使用2进制进行存储的。学习好二进制，对理解计算机如何处理数据以及Java中的数据类型在计算机中如何存储，都有实质性的帮助。本课程将从二进制的历史开始讲解位值制计数法、进制转换、小数的二进制化等二进制相关知识。并由此拓展介绍了Java中的整型、浮点型以及字符型。在这里还可以看到BigInteger、BigDecimal如何使用、ASCII与unicode关系等,舞马,https://www.imooc.com/video/21195
894,ThreadLocal,https://www.imooc.com/learn/1217, 1小时40分,免费,简介：多线程增加了我们的不确定性，破坏了可预测性——当然，这对于【艺高人胆大】的未来的你，都是小事，因为你会不断进步成长，只要你把握好现在的光阴。科学的美，在于它的模型可以不断的迭代和进步，Java是一种简化和进步，ThreadLocal也一种简化和进步，如同Java给编程带来了很多安全感，而ThreadLocal给多线程时代带了更多的安全感（可预测性、确定性，一致性……）。课程是一种爬坡训练，难度会一直上去直到你完全理解，可以自己动手实现。,求老仙,https://www.imooc.com/video/21049
895,MultiDex从基础原理到实践优化,https://www.imooc.com/learn/1224, 1小时32分,免费,简介：本门课程将会由浅入深带领大家学习MultiDex基础用法到实践优化等知识。在课程中会包含Java源码编译过程、Class文件与Dex文件格式的关系、APK包结构、MultiDex原理、类加载机制、Dalvik虚拟机与ART虚拟机的区别、热修复原理等知识点。学习与研究MultiDex不论是对当下工作，还是技术成长相信都会有很大的帮助。,allenfeng,https://www.imooc.com/video/21131
896,Python全栈工程师,https://class.imooc.com/sale/python2020,32周,￥3680.00,Facebook曾声称“只招全栈工程师”！全栈用人需求猛增，市面人才紧缺。0基础进击Python全栈开发，诱人薪资在前方！,null,null
897,Java工程师,https://class.imooc.com/sale/java2020,35周,￥3680.00,2020版本课程全新升级，从0基础到高薪就业，不需脱产学习，冲击互联网高薪岗位无论你是未就业的学生还是想转行的在职人员，不需要基础，只要你有梦想，想高薪！,null,null
898,前端工程师,https://class.imooc.com/sale/fe2020,32周,￥3999.00,不管你之前学什么、做什么，入行前端，都是明智的选择！市场需求大，就业前景好，入行门槛低，小白易上手。,null,null
899,Jmeter 接口自动化脚本结构进阶,https://www.imooc.com/learn/1227, 2小时40分,免费,简介：结合实际项目展示Jmeter在接口自动化测试中的应用，详细展示Jmeter脚本结构优化方案，并针对这套脚本结构方案中的各个模块的设计思路及实现方式进行详细讲解，切实有效提升通过Jmeter进行接口自动化的能力和效率。,金刚,https://www.imooc.com/video/21196
900,Go语言语法进阶指南,https://www.imooc.com/learn/1163, 3小时35分,免费,简介：Go语言经过多年的快速发展，已经被光广泛应用到各个领域，成为当前最热的计算机语言之一。Go自带许多高级特性及常用工具，使Go一出世就以高并发和高性能为程序员所追捧。本课程将针对对Go的高级特性和自带工具进行讲解和演示，帮助小伙伴们快速入门提升开发效率！,Gavin,https://www.imooc.com/video/21088
901,Go设计模式入门到实践,https://www.imooc.com/learn/1226, 1小时40分,免费,简介：课程将从GO的OOP基础开始讲起，从每个类型中选择一个典型设计模式作为代表，并结合开发中实践进行讲解，围绕“提出设计模式--简单代码推演--实际场景应用”的方式，带你轻松入门设计模式。,Johnny,https://www.imooc.com/video/21244
902,Numpy基础入门,https://www.imooc.com/learn/1237, 3小时22分,免费,简介：本课程在整体把握Numpy的基础上，加深了数据管理容器的讲解，从而一步步展开对分散的知识点的解读，让学习者能够熟练使用Numpy，为后期更好的学习Pandas、Matplotlib以及Seaborn打好基础。,夏正东,https://www.imooc.com/video/21421
903,使用Prometheus实践基于Spring Boot监控告警体系,https://www.imooc.com/learn/1231, 1小时53分,免费,简介：本课程采用理论结合实践方式实现监控系统Prometheus。介绍CNCF云原生及微服务实际监控需求，介绍Devops、MDD、CNCF、Prometheus等概念，然后手把手带大家搭建基于SpringBoot2的实战监控体系，让大家体会企业项目面向DevOps开发的监控情景。,龙猪GG,https://www.imooc.com/video/21265
904,高性能可扩展,https://coding.imooc.com/class/79.html, 8小时10分钟,￥249.00,高性能可扩展MySQL数据库设计及架构优化电商项目,null,null
905,扛得住的MySQL数据库架构,https://coding.imooc.com/class/49.html,14小时40分钟,￥199.00,MySQL提升课程全面讲解MySQL架构设计,null,null
906,算法与数据结构-综合提升 C++版,https://coding.imooc.com/class/71.html,13小时35分钟,￥166.00,算法与数据结构（C++版）面试/评级前的算法复习技能包,null,null
907,微信小程序电商实战 从前端到后端的全流程精讲,https://coding.imooc.com/class/97.html,43小时35分钟,￥388.00,微信小程序电商实战从前端到后端的全流程精讲（前后端分离架构）,null,null
908,玩转算法面试 从真题到思维全面提升算法思维,https://coding.imooc.com/class/82.html,18小时10分钟,￥266.00,玩转算法面试--Leetcode真题分门别类讲解,null,null
909,Web前后端漏洞分析与防御,https://coding.imooc.com/class/104.html,11小时19分钟,￥199.00,腾讯大牛亲授Web前后端漏洞分析与防御技巧,null,null
910,带后台的IM即时通讯App 全程MVP手把手打造,https://coding.imooc.com/class/100.html,36小时55分钟,￥466.00,手把手开发一个完整即时通讯App客户端+服务端+MVP架构,null,null
911,再谈前后端分离式 ,https://coding.imooc.com/class/109.html,20小时,￥299.00,真实数据对接从0开发前后端分离的企业级上线项目,null,null
912,Vue2.0开发企业级移动端音乐Web App,https://coding.imooc.com/class/107.html,20小时,￥399.00,Vue2.0高级应用教学实战，开发企业级移动端音乐WebApp,null,null
913,Python操作三大主流数据库,https://coding.imooc.com/class/114.html,10小时,￥168.00,Python操作三大主流数据库-MySQL+MongoDB+Redis,null,null
914,PHP开发高可用高安全App后端,https://coding.imooc.com/class/135.html,16小时30分钟,￥266.00,PHP企业级实战，完成一套高可用高安全的App后台系统,null,null
915,Spring Security开发安全的REST服务,https://coding.imooc.com/class/134.html,19小时,￥366.00,SpringSecurity技术栈开发企业级认证与授权,null,null
916,引爆潮流技术,https://coding.imooc.com/class/131.html,23小时,￥388.00,Python前后端分离开发Vue+DjangoRESTframework实战,null,null
917,性能测试入门-Jmeter工具与监控全方位打造,https://coding.imooc.com/class/142.html,11小时,￥248.00,性能测试入门-Jmeter工具与监控全方位打造,null,null
918,深度实战玩转算法,https://coding.imooc.com/class/138.html,17小时,￥248.00,7个经典应用诠释Java算法精髓，让你在实际开发如鱼得水,null,null
919,Java开发企业级权限管理系统,https://coding.imooc.com/class/149.html,19小时,￥388.00,Java开发企业级权限管理系统SpringSecurity/ApacheShiro对比分析,null,null
920,Python数据分析入门与实践,https://coding.imooc.com/class/156.html, 9小时,￥248.00,Python数据分析入门与实践，开启DataScience职业之旅,null,null
921,Python爬虫工程师从入门到进阶,https://coding.imooc.com/class/325.html,23小时35分钟,￥399.00,Python爬虫工程师从入门到进阶大数据时代必备,null,null
922,商业级支付宝小程序入门与实战,https://coding.imooc.com/class/293.html,18小时,￥299.00,支付宝小程序入门与实战开发高颜值电商项目,null,null
923,从0开始 独立完成企业级Java电商网站开发(服务端) ,https://coding.imooc.com/class/96.html,,￥348.00,从0开始独立完成企业级Java电商网站服务端开发(长期维护),null,null
924,LoadRunner性能测试实战训练营,https://coding.imooc.com/class/305.html,16小时10分钟,￥299.00,LoadRunner性能测试实战训练营全流程掌握性能测试,null,null
925,Java短视频小程序开发,https://coding.imooc.com/class/217.html,,￥348.00,SpringBoot短视频小程序开发全栈式实战项目,null,null
926,国内Top团队大牛带你玩转Android性能分析与优化,https://coding.imooc.com/class/308.html,15小时,￥288.00,Top团队大牛带你玩转Android性能分析与优化,null,null
927,剑指Java面试-Offer直通车  ,https://coding.imooc.com/class/303.html,16小时16分钟,￥299.00,剑指Java面试-Offer直通车百度资深面试官授课,null,null
928,React源码深度解析  高级前端工程师必备技能,https://coding.imooc.com/class/309.html,20小时,￥466.00,React源码深度解析高级前端工程师必备技能,null,null
929,Django＋小程序技术打造微信小程序助手,https://coding.imooc.com/class/311.html,13小时,￥266.00,Django+小程序技术打造微信小程序助手,null,null
930,跟着360架构师 学习Shell脚本编程 ,https://coding.imooc.com/class/314.html,,￥366.00,掌握Shell脚本编程360架构师带你进阶Linux高手,null,null
931,全方位深度剖析PHP7底层源码,https://coding.imooc.com/class/312.html,13小时30分钟,￥348.00,PHP7底层源码全方位深度剖析进阶高级工程师,null,null
932,Python工程师面试宝典,https://coding.imooc.com/class/318.html,12小时25分钟,￥288.00,Python工程师面试宝典一线大厂资深面试官亲授,null,null
933,大厂资深面试官 带你破解Android高级面试,https://coding.imooc.com/class/317.html,13小时,￥299.00,大厂资深面试官带你破解Android高级面试,null,null
934,React16+Redux 实战企业级大众点评Web App,https://coding.imooc.com/class/313.html,21小时,￥299.00,React16+Redux实战企业级大众点评WebApp,null,null
935,新版 Spring Boot双版本(1.5/2.1) ,https://coding.imooc.com/class/117.html,,￥348.00,SpringBoot打造企业微信点餐系统（新版）微服务时代必学,null,null
936,从基础到实战	手把手带你掌握新版Webpack4.0,https://coding.imooc.com/class/316.html,17小时,￥299.00,从基础到实战手把手带你掌握新版Webpack4.0,null,null
937,百度资深工程师 全方位讲解测试面试,https://coding.imooc.com/class/319.html,10小时30分钟,￥199.00,测试面试全方位讲解百度资深工程师亲授兼具广度与深度,null,null
938,Flutter从入门到进阶 实战携程网App ,https://coding.imooc.com/class/321.html,,￥348.00,Flutter从入门到进阶实战携程网App一网打尽核心技术,null,null
939,Go实战仿百度云盘    实现企业级分布式云存储系统,https://coding.imooc.com/class/323.html,13小时30分钟,￥348.00,Go实战仿百度云盘-实现企业级分布式云存储系统,null,null
940,Node开发Web Server博客 ,https://coding.imooc.com/class/320.html,,￥288.00,Node.js从零开发WebServer博客项目前端晋升全栈工程师必备,null,null
941,打造仿猫眼项目 以Dubbo为核心解锁微服务,https://coding.imooc.com/class/273.html,31小时30分钟,￥366.00,应用Dubbo框架打造仿猫眼项目理解微服务核心思想,null,null
942,畅销3年的Python分布式爬虫课程 ,https://coding.imooc.com/class/92.html,,￥388.00,Scrapy打造搜索引擎（新版）畅销3年的Python分布式爬虫课程,null,null
943,新一代大数据计算引擎 ,https://coding.imooc.com/class/322.html,,￥388.00,新一代大数据计算引擎Flink从入门到实战（热点内容更新）,null,null
944, 全面掌握MongoDB4.0 完成从小白到达人的蜕变,https://coding.imooc.com/class/324.html,13小时,￥288.00,玩转MongoDB4.0(最新版)从入门到实践,null,null
945,Google面试官亲授-Java面试新手尊享课,https://coding.imooc.com/class/132.html,,￥299.00,Java面试新手尊享课Google面试官亲授巧夺大厂Offer,null,null
946,React16组件化+测试+全流程 ,https://coding.imooc.com/class/302.html,12小时,￥266.00,React16组件化+测试+全流程实战在线账本项目,null,null
947,Python3+TensorFlow 打造人脸识别智能小程序,https://coding.imooc.com/class/327.html,20小时,￥466.00,Python3+TensorFlow打造人脸识别智能小程序,null,null
948,WebRTC实时互动直播技术入门与实战 5G时代必备技能,https://coding.imooc.com/class/329.html,18小时,￥288.00,5G时代必备音视频WebRTC实时互动直播技术入门与实战,null,null
949,程序猿必知必会-MySQL 8.0详解与实战,https://coding.imooc.com/class/332.html,11小时30分钟,￥266.00,零基础入门全角度解读企业主流数据库MySQL8.0,null,null
950,Django高级实战 开发企业级问答网站,https://coding.imooc.com/class/333.html,20小时10分钟,￥388.00,Django开发企业实战面向就业/升职（中高级教程）,null,null
951,BAT资深工程师由浅入深分析,https://coding.imooc.com/class/331.html,15小时20分钟,￥399.00,PHP开发晋升课程BAT资深工程师解析Tp5+Tp6底层源码,null,null
952,掌握Taro多端框架 快速上手小程序/H5开发,https://coding.imooc.com/class/306.html,14小时30分钟,￥266.00,掌握Taro多端框架快速上手小程序/H5开发,null,null
953,React16.8+Next.js+Koa2开发Github全栈项目,https://coding.imooc.com/class/334.html,19小时,￥399.00,全栈进阶课程React16.8+Next.js+Koa2一步到位开发Github,null,null
954,高并发&高性能 Go语言开发企业级抽奖项目,https://coding.imooc.com/class/295.html,14小时,￥299.00,高并发/高性能Go语言开发企业级抽奖项目,null,null
955,剖析Framework面试 冲击Android高级职位,https://coding.imooc.com/class/340.html,13小时,￥288.00,剖析Framework面试冲击Android高级职位,null,null
956,Kubernetes（k8s）生产级实践指南,https://coding.imooc.com/class/335.html,18小时,￥366.00,部署落地+业务迁移玩转k8s进阶与企业级实践技能,null,null
957,SpringCloud  Finchley,https://coding.imooc.com/class/187.html,,￥366.00,SpringCloudFinchley三版本(M2+RELEASE+SR2)微服务实战,null,null
958,基于TypeScript从零重构axios,https://coding.imooc.com/class/330.html,18小时,￥388.00,下一代前端开发语言TypeScript从零重构axios,null,null
959,Python Flask构建微信小程序订餐系统,https://coding.imooc.com/class/265.html,17小时,￥348.00,PythonFlask构建微信小程序订餐系统（可用于毕设）,null,null
960,Node.js+Koa2+MySQL,https://coding.imooc.com/class/342.html,20小时20分钟,￥366.00,Node.js+Koa2+MySQL打造前后端分离精品项目《旧岛》,null,null
961,升级版 Hadoop3基础与电商行为日志分析  ,https://coding.imooc.com/class/301.html,,￥288.00,Hadoop3基础与电商行为日志分析大数据轻松入门,null,null
962,微信分享与支付专项课程（公众号、小程序、小程序云）,https://coding.imooc.com/class/343.html,16小时,￥288.00,微信分享与支付专项课程（公众号小程序（云））,null,null
963,聚焦Java性能优化 打造亿级流量秒杀系统,https://coding.imooc.com/class/338.html,18小时,￥366.00,聚焦Java性能优化打造亿级流量秒杀系统（附赠秒杀项目）,null,null
964,React劲爆新特性Hooks 重构旅游电商网站火车票PWA,https://coding.imooc.com/class/348.html,17小时30分钟,￥299.00,React劲爆新特性Hooks重构旅游电商网站火车票PWA,null,null
965,全流程开发 GO实战电商网站高并发秒杀系统,https://coding.imooc.com/class/347.html,15小时,￥328.00,全流程开发GO实战电商网站高并发秒杀系统,null,null
966,知识拆解+经典定时任务案例,https://coding.imooc.com/class/341.html,17小时13分钟,￥348.00,Elastic-job+Quartz精讲实现企业级定时任务,null,null
967,Google老师亲授 TensorFlow2.0 入门到进阶,https://coding.imooc.com/class/344.html,23小时,￥399.00,Google老师亲授TensorFlow2.0入门到进阶,null,null
968,Angular 8开发拼多多WebApp－从基础到项目实战,https://coding.imooc.com/class/336.html,16小时30分钟,￥199.00,Angular8开发拼多多webapp从基础到项目实战,null,null
969,Node.js仿知乎服务端-深入理解RESTful API,https://coding.imooc.com/class/354.html,15小时,￥266.00,Node.js仿知乎服务端-深入理解RESTfulAPI,null,null
970,Java Web自动化测试 Selenium基础到企业实际应用,https://coding.imooc.com/class/359.html,19小时20分钟,￥266.00,JavaWeb自动化测试Selenium基础到企业实际应用（全新上线）,null,null
971,面向未来微服务:Spring Cloud Alibaba从入门到进阶,https://coding.imooc.com/class/358.html,18小时,￥399.00,SpringCloudAlibaba微服务从入门到进阶,null,null
972,阿里新零售数据库设计与实战 （升级版）,https://coding.imooc.com/class/353.html,,￥288.00,阿里新零售数据库设计与实战（升级版）提升数据库综合能力,null,null
973,Spark进阶 大数据离线与实时项目实战,https://coding.imooc.com/class/357.html,16小时,￥399.00,Spark实战大数据离线与实时项目整合大数据生态圈多个框架,null,null
974,基于 Spring Cloud 微服务架构下 ,https://coding.imooc.com/class/310.html,,￥299.00,基于SpringCloud微服务架构设计并实现广告系统（新版）,null,null
975,Java双版本（SSM到SpringBoot）校园商铺全栈开发,https://coding.imooc.com/class/144.html,,￥299.00,Java主流技术栈SSM+SpringBoot商铺系统(升级更新),null,null
976,玩转算法系列--图论精讲  面试升职必备（Java版）,https://coding.imooc.com/class/370.html,20小时,￥348.00,玩转算法系列--图论精讲面试升职必备（Java版）,null,null
977,Python接口自动化测试框架实战 从设计到开发,https://coding.imooc.com/class/374.html,16小时30分钟,￥299.00,Python接口自动化测试框架实战从设计到开发,null,null
978,强力Django+杀手级xadmin开发在线教育网站,https://coding.imooc.com/class/368.html,26小时,￥369.00,强力Django+杀手级xadmin开发在线教育网站（全新开发）,null,null
979,前端要学的测试课 从Jest入门到TDD/BDD双实战,https://coding.imooc.com/class/372.html,18小时,￥299.00,前端要学的测试课从Jest入门到TDD/BDD双实战,null,null
980,最新 mpvue2.0 框架－实战［小慕读书］多平台小程序,https://coding.imooc.com/class/376.html,13小时30分钟,￥266.00,零基础入门实战mpvue2.0多端小程序框架,null,null
981,专为程序员设计的统计课,https://coding.imooc.com/class/371.html,19小时30分钟,￥266.00,专为程序员设计的统计课彻底学会统计分析,null,null
982,混合开发入门 Vue结合Android/iOS,https://coding.imooc.com/class/377.html,13小时30分钟,￥266.00,混合开发入门Vue结合Android/iOS开发仿京东项目App,null,null
983,Java并发核心知识体系精讲,https://coding.imooc.com/class/362.html,20小时,￥348.00,线程八大核心+Java并发底层原理精讲掌握企业级并发问题解决方案,null,null
984,微信小程序云开发－从0打造云音乐全栈小程序,https://coding.imooc.com/class/373.html,,￥348.00,微信小程序云开发-从0打造云音乐全栈小程序,null,null
985,系统学习Docker 践行DevOps理念,https://coding.imooc.com/class/189.html,,￥299.00,系统学习Docker践行DevOps理念,null,null
986,企业级Android应用架构设计与开发,https://coding.imooc.com/class/364.html,13小时,￥288.00,一课掌握企业级Android架构设计+功能开发,null,null
987,一站式学习Java网络编程 全面理解BIO/NIO/AIO,https://coding.imooc.com/class/381.html,15小时30分钟,￥299.00,一站式学习Java网络编程全面理解BIO/NIO/AIO,null,null
988,Electron+React+七牛云 实战跨平台桌面应用,https://coding.imooc.com/class/384.html,13小时30分钟,￥248.00,Electron+React+七牛云实战跨平台桌面应用,null,null
989,Spring Cloud微服务框架 ,https://coding.imooc.com/class/380.html,,￥399.00,SpringCloud微服务实战打造企业级优惠券系统,null,null
990,Spring cloud微服务安全实战,https://coding.imooc.com/class/379.html,16小时,￥299.00,SpringCloud微服务安全实战中小企业可落地的完整安全方案,null,null
991,Linux核心技能与应用,https://coding.imooc.com/class/386.html,25小时49分钟,￥266.00,一网打尽Linux核心技能面试/升职必备,null,null
992,告别996   实现高效编程  减少开发压力,https://coding.imooc.com/class/382.html,,￥288.00,技术+工具双角度优化编程效率实现Java高效编程,null,null
993,SparkSQL极速入门 整合Kudu实现广告业务数据分析,https://coding.imooc.com/class/385.html,17小时,￥388.00,SparkSQL极速入门整合Kudu实现广告业务数据分析,null,null
994,Node.js-Koa2框架生态实战－从零模拟新浪微博,https://coding.imooc.com/class/388.html,21小时,￥366.00,Node.js+Koa2框架生态实战-从零模拟新浪微博,null,null
995,手把手完成商业级社交App开发,https://coding.imooc.com/class/390.html,24小时,￥348.00,聚焦市场开发热门技术手把手带你开发商业级社交App,null,null
996,Django入门到进阶-适合Python小白的系统课程,https://coding.imooc.com/class/393.html,16小时,￥248.00,Django入门到进阶-适合Python小白的系统课程,null,null
997,ElasticSearch7+Spark  ,https://coding.imooc.com/class/391.html,21小时,￥348.00,ElasticSearch7+Spark构建高匹配度搜索服务+千人千面推荐系统,null,null
998,Python Flask快速入门与进阶,https://coding.imooc.com/class/399.html,16小时30分钟,￥248.00,PythonFlask开发电影网站Python小白快速进阶初级Web工程师,null,null
999,编程必备基础－大话HTTP协议,https://coding.imooc.com/class/395.html,13小时30分钟,￥199.00,大话HTTP协议漫画+图解打造高中生也能学会的编程基础课程,null,null
1000,百万级高并发WebRTC流媒体服务器设计与开发,https://coding.imooc.com/class/387.html,20小时,￥366.00,百万级高并发WebRTC流媒体服务器设计与开发,null,null
1001,Go语言实战流媒体视频网站,https://coding.imooc.com/class/227.html,10小时30分钟,￥266.00,Go语言实战流媒体视频网站，高效学习Go高性能开发,null,null
1002,Java读源码之Netty深入剖析,https://coding.imooc.com/class/230.html,11小时30分钟,￥299.00,深度解析Netty源码，助力Java开发人员升职加薪,null,null
1003,Selenium3.0,https://coding.imooc.com/class/238.html, 8小时,￥248.00,Selenium3.0平台级自动化测试框架综合实战,null,null
1004,分布式事务实践,https://coding.imooc.com/class/237.html,14小时,￥348.00,分布式事务实践，从原理到实例，解决数据一致性,null,null
1005,React开发简书项目 从零基础入门到实战,https://coding.imooc.com/class/229.html,17小时,￥299.00,React从零基础入门到实战，完成企业级项目简书网站开发,null,null
1006,基于GitHub App业务,https://coding.imooc.com/class/232.html,12小时30分钟,￥266.00,基于GitHubApp深度讲解Kotlin高级特性与框架设计,null,null
